ILEADSAddress,ILEADSStreet,CITY,STATE,fullSearch,lat,lon,lat_lon_combo
4575,DR MARTIN LUTHER KIN,St. Louis,MO,"4575 DR MARTIN LUTHER KIN, St. Louis, MO",,,
5390,DR MARTIN LUTHER KIN,St. Louis,MO,"5390 DR MARTIN LUTHER KIN, St. Louis, MO",,,
0,N 20TH ST / HEBERT S,St. Louis,MO,"0 N 20TH ST / HEBERT S, St. Louis, MO",,,
0,PAGE BLVD / N VANDEV,St. Louis,MO,"0 PAGE BLVD / N VANDEV, St. Louis, MO",,,
0,GOODFELLOW BLVD / TE,St. Louis,MO,"0 GOODFELLOW BLVD / TE, St. Louis, MO",,,
5588,DR MARTIN LUTHER KIN,St. Louis,MO,"5588 DR MARTIN LUTHER KIN, St. Louis, MO",,,
4295,E KOSSUTH AVE,St. Louis,MO,"4295 E KOSSUTH AVE, St. Louis, MO",,,
1519,CASTLE LN,St. Louis,MO,"1519 CASTLE LN, St. Louis, MO",,,
0,N BROADWAY / COLE ST,St. Louis,MO,"0 N BROADWAY / COLE ST, St. Louis, MO",,,
0,CLARA AVE / LABADIE,St. Louis,MO,"0 CLARA AVE / LABADIE, St. Louis, MO",,,
NA,S 9TH ST,St. Louis,MO,"NA S 9TH ST, St. Louis, MO",,,
0,DRYDEN AVE / KORTE A,St. Louis,MO,"0 DRYDEN AVE / KORTE A, St. Louis, MO",,,
0,LEE AVE / TURNER AVE,St. Louis,MO,"0 LEE AVE / TURNER AVE, St. Louis, MO",,,
1463,OFALLON ST,St. Louis,MO,"1463 OFALLON ST, St. Louis, MO",,,
5976,DR MARTIN LUTHER KIN,St. Louis,MO,"5976 DR MARTIN LUTHER KIN, St. Louis, MO",,,
0,CHURCH RD / MCLARAN,St. Louis,MO,"0 CHURCH RD / MCLARAN, St. Louis, MO",,,
0,N TUCKER BLVD / MARK,St. Louis,MO,"0 N TUCKER BLVD / MARK, St. Louis, MO",,,
5190,DR MARTIN LUTHER KIN,St. Louis,MO,"5190 DR MARTIN LUTHER KIN, St. Louis, MO",,,
1300,DR MARTIN L KING,St. Louis,MO,"1300 DR MARTIN L KING, St. Louis, MO",,,
4200,W MAFFITT AVE,St. Louis,MO,"4200 W MAFFITT AVE, St. Louis, MO",,,
4100,E KOSSUTH AVE,St. Louis,MO,"4100 E KOSSUTH AVE, St. Louis, MO",,,
1301,N KINGSHIGHWAY BLV,St. Louis,MO,"1301 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,I 70 WESTBOUND / E,St. Louis,MO,"0 I 70 WESTBOUND / E, St. Louis, MO",,,
4700,DR MARTIN LUTHER K,St. Louis,MO,"4700 DR MARTIN LUTHER K, St. Louis, MO",,,
2900,JAMES COOL PAPA BE,St. Louis,MO,"2900 JAMES COOL PAPA BE, St. Louis, MO",,,
0,N GARRISON AVE / O,St. Louis,MO,"0 N GARRISON AVE / O, St. Louis, MO",,,
0,BELT AVE / CLEMENS,St. Louis,MO,"0 BELT AVE / CLEMENS, St. Louis, MO",,,
2811,N KINGSHIGHWAY BLV,St. Louis,MO,"2811 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,S GRAND BLVD / GRA,St. Louis,MO,"0 S GRAND BLVD / GRA, St. Louis, MO",,,
2801,DR MARTIN LUTHER K,St. Louis,MO,"2801 DR MARTIN LUTHER K, St. Louis, MO",,,
0,LILLIAN AVE / ROBI,St. Louis,MO,"0 LILLIAN AVE / ROBI, St. Louis, MO",,,
0,"XY(88006780,102243",St. Louis,MO,"0 XY(88006780,102243, St. Louis, MO",,,
5490,N KINGSHIGHWAY BLV,St. Louis,MO,"5490 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,CASS AVE / COLLINS,St. Louis,MO,"0 CASS AVE / COLLINS, St. Louis, MO",,,
0,ORIOLE AVE / GIMBL,St. Louis,MO,"0 ORIOLE AVE / GIMBL, St. Louis, MO",,,
0,SALENA ST / MIAMI,St. Louis,MO,"0 SALENA ST / MIAMI, St. Louis, MO",,,
0,DEKALB ST / VICTOR,St. Louis,MO,"0 DEKALB ST / VICTOR, St. Louis, MO",,,
1116,BRISTOL LN,St. Louis,MO,"1116 BRISTOL LN, St. Louis, MO",,,
707,N KINGSHIGHWAY BLV,St. Louis,MO,"707 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,N GRAND BLVD / KOS,St. Louis,MO,"0 N GRAND BLVD / KOS, St. Louis, MO",,,
0,OAKLAND AVE / LAWN,St. Louis,MO,"0 OAKLAND AVE / LAWN, St. Louis, MO",,,
5410,DR MARTIN LUTHER K,St. Louis,MO,"5410 DR MARTIN LUTHER K, St. Louis, MO",,,
0,LINTON AVE / PENRO,St. Louis,MO,"0 LINTON AVE / PENRO, St. Louis, MO",,,
0,LAFAYETTE AVE / LO,St. Louis,MO,"0 LAFAYETTE AVE / LO, St. Louis, MO",,,
3728,S KINGSHIGHWAY BLV,St. Louis,MO,"3728 S KINGSHIGHWAY BLV, St. Louis, MO",,,
0,PARK LN / MCLARAN,St. Louis,MO,"0 PARK LN / MCLARAN, St. Louis, MO",,,
1408,N KINGSHIGHWAY BLV,St. Louis,MO,"1408 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,LEE AVE / N NEWSTE,St. Louis,MO,"0 LEE AVE / N NEWSTE, St. Louis, MO",,,
710,N KINGSHIGHWAY BLV,St. Louis,MO,"710 N KINGSHIGHWAY BLV, St. Louis, MO",,,
5815,DR MARTIN LUTHER K,St. Louis,MO,"5815 DR MARTIN LUTHER K, St. Louis, MO",,,
0,N KINGSHIGHWAY BLV,St. Louis,MO,"0 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,BELL AVE / N SPRIN,St. Louis,MO,"0 BELL AVE / N SPRIN, St. Louis, MO",,,
0,MICHIGAN AVE / OSA,St. Louis,MO,"0 MICHIGAN AVE / OSA, St. Louis, MO",,,
1215,N KINGSHIGHWAY BLV,St. Louis,MO,"1215 N KINGSHIGHWAY BLV, St. Louis, MO",,,
5414,S KINGSHIGHWAY BLV,St. Louis,MO,"5414 S KINGSHIGHWAY BLV, St. Louis, MO",,,
0,S 14TH ST / SPRUCE,St. Louis,MO,"0 S 14TH ST / SPRUCE, St. Louis, MO",,,
0,DR MARTIN LUTHER K,St. Louis,MO,"0 DR MARTIN LUTHER K, St. Louis, MO",,,
0,DESTREHAN ST / N F,St. Louis,MO,"0 DESTREHAN ST / N F, St. Louis, MO",,,
4101,W NATURAL BRIDGE A,St. Louis,MO,"4101 W NATURAL BRIDGE A, St. Louis, MO",,,
6080,W. FLORRISANT,St. Louis,MO,"6080 W. FLORRISANT, St. Louis, MO",,,
0,LOUISIANA AVE / JU,St. Louis,MO,"0 LOUISIANA AVE / JU, St. Louis, MO",,,
0,N 11TH ST / PINE S,St. Louis,MO,"0 N 11TH ST / PINE S, St. Louis, MO",,,
0,IRON ST / PENNSYLV,St. Louis,MO,"0 IRON ST / PENNSYLV, St. Louis, MO",,,
600,S LEONOR K SULLIVA,St. Louis,MO,"600 S LEONOR K SULLIVA, St. Louis, MO",,,
0,I 70 EASTBOUND / M,St. Louis,MO,"0 I 70 EASTBOUND / M, St. Louis, MO",,,
4201,W NATURAL BRIDGE A,St. Louis,MO,"4201 W NATURAL BRIDGE A, St. Louis, MO",,,
0,FERRY ST / N FLORI,St. Louis,MO,"0 FERRY ST / N FLORI, St. Louis, MO",,,
0,MCLARAN AVE / RIVE,St. Louis,MO,"0 MCLARAN AVE / RIVE, St. Louis, MO",,,
0,I 70 EASTBOUND / S,St. Louis,MO,"0 I 70 EASTBOUND / S, St. Louis, MO",,,
0,ASHBY AVE / N KING,St. Louis,MO,"0 ASHBY AVE / N KING, St. Louis, MO",,,
4230,W NATURAL BRIDGE A,St. Louis,MO,"4230 W NATURAL BRIDGE A, St. Louis, MO",,,
51,N LEONOR K SULLIVA,St. Louis,MO,"51 N LEONOR K SULLIVA, St. Louis, MO",,,
0,S 13TH ST / ANN AV,St. Louis,MO,"0 S 13TH ST / ANN AV, St. Louis, MO",,,
0,S GRAND AVE / LOUG,St. Louis,MO,"0 S GRAND AVE / LOUG, St. Louis, MO",,,
1600,N KINGSHIGHWAY BLV,St. Louis,MO,"1600 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,S GRAND BLVD / MER,St. Louis,MO,"0 S GRAND BLVD / MER, St. Louis, MO",,,
1515,N KINGSHIGHWAY BLV,St. Louis,MO,"1515 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,PRAIRIE AVE / ASHL,St. Louis,MO,"0 PRAIRIE AVE / ASHL, St. Louis, MO",,,
0,N 11TH ST / LUCAS,St. Louis,MO,"0 N 11TH ST / LUCAS, St. Louis, MO",,,
5600,E VIRGINIA AVE,St. Louis,MO,"5600 E VIRGINIA AVE, St. Louis, MO",,,
909,N KINGSHIGHWAY BLV,St. Louis,MO,"909 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,N COMPTON AVE / OL,St. Louis,MO,"0 N COMPTON AVE / OL, St. Louis, MO",,,
0,N COMPTON AVE / LO,St. Louis,MO,"0 N COMPTON AVE / LO, St. Louis, MO",,,
304,N LEONOR K SULLIVA,St. Louis,MO,"304 N LEONOR K SULLIVA, St. Louis, MO",,,
5824,S KINGSHIGHWAY BLV,St. Louis,MO,"5824 S KINGSHIGHWAY BLV, St. Louis, MO",,,
0,CHAIN OF ROCKS BRG,St. Louis,MO,"0 CHAIN OF ROCKS BRG, St. Louis, MO",,,
4062,DETONTY ST,St. Louis,MO,"4062 DETONTY ST, St. Louis, MO",,,
0,N 20TH ST / WASHIN,St. Louis,MO,"0 N 20TH ST / WASHIN, St. Louis, MO",,,
3502,PALM PL,St. Louis,MO,"3502 PALM PL, St. Louis, MO",,,
0,I 70 WESTBOUND / N,St. Louis,MO,"0 I 70 WESTBOUND / N, St. Louis, MO",,,
0,EUGENE AVE / LOUGH,St. Louis,MO,"0 EUGENE AVE / LOUGH, St. Louis, MO",,,
5870,DR MARTIN LUTHER K,St. Louis,MO,"5870 DR MARTIN LUTHER K, St. Louis, MO",,,
0,PLOVER AVE / STRAT,St. Louis,MO,"0 PLOVER AVE / STRAT, St. Louis, MO",,,
0,PALM ST / PRAIRIE,St. Louis,MO,"0 PALM ST / PRAIRIE, St. Louis, MO",,,
2618,DR MARTIN LUTHER K,St. Louis,MO,"2618 DR MARTIN LUTHER K, St. Louis, MO",,,
626,N KINGSHIGHWAY BLV,St. Louis,MO,"626 N KINGSHIGHWAY BLV, St. Louis, MO",,,
0,THEODOSIA AVE / CLARA AVE,St. Louis,MO,"0 THEODOSIA AVE / CLARA AVE, St. Louis, MO",,,
4213,E KENNERLY AVE,St. Louis,MO,"4213 E KENNERLY AVE, St. Louis, MO",,,
4200,W ASHLAND AVE,St. Louis,MO,"4200 W ASHLAND AVE, St. Louis, MO",,,
0,COLE ST / N BROADWAY,St. Louis,MO,"0 COLE ST / N BROADWAY, St. Louis, MO",,,
0,PAGE BLVD / N GRAND BLVD,St. Louis,MO,"0 PAGE BLVD / N GRAND BLVD, St. Louis, MO",,,
0,N 10TH ST / CONVENTION PZ,St. Louis,MO,"0 N 10TH ST / CONVENTION PZ, St. Louis, MO",,,
0,N 17TH ST / CHESTNUT ST,St. Louis,MO,"0 N 17TH ST / CHESTNUT ST, St. Louis, MO",,,
0,S GRAND BLVD / DOVER PL,St. Louis,MO,"0 S GRAND BLVD / DOVER PL, St. Louis, MO",,,
0,I 64 EASTBOUND / S JEFFERSON A,St. Louis,MO,"0 I 64 EASTBOUND / S JEFFERSON A, St. Louis, MO",,,
0,N 11TH ST / COLE ST,St. Louis,MO,"0 N 11TH ST / COLE ST, St. Louis, MO",,,
0,CONVENTION PZ / I 70 EASTBOUND,St. Louis,MO,"0 CONVENTION PZ / I 70 EASTBOUND, St. Louis, MO",,,
0,MEMORIAL DR / WASHINGTON AVE,St. Louis,MO,"0 MEMORIAL DR / WASHINGTON AVE, St. Louis, MO",,,
NA,PAGE GRAND,St. Louis,MO,"NA PAGE GRAND, St. Louis, MO",,,
2709,DR MARTIN LUTHER K,St. Louis,MO,"2709 DR MARTIN LUTHER K, St. Louis, MO",,,
0,PALM PL / N GRAND,St. Louis,MO,"0 PALM PL / N GRAND, St. Louis, MO",,,
0,CHEROKEE ST / S JE,St. Louis,MO,"0 CHEROKEE ST / S JE, St. Louis, MO",,,
0,WHITTIER ST / MCPH,St. Louis,MO,"0 WHITTIER ST / MCPH, St. Louis, MO",,,
0,NEBRASKA AVE / DAK,St. Louis,MO,"0 NEBRASKA AVE / DAK, St. Louis, MO",,,
4220,W COTE BRILLIANTE,St. Louis,MO,"4220 W COTE BRILLIANTE, St. Louis, MO",,,
0,N 1ST ST / WASHING,St. Louis,MO,"0 N 1ST ST / WASHING, St. Louis, MO",,,
0,ROBIN AVE / LILLIA,St. Louis,MO,"0 ROBIN AVE / LILLIA, St. Louis, MO",,,
1400,E OBEAR AVE,St. Louis,MO,"1400 E OBEAR AVE, St. Louis, MO",,,
0,CASS AVE / N SPRIN,St. Louis,MO,"0 CASS AVE / N SPRIN, St. Louis, MO",,,
0,PAGE BLVD / HAMILT,St. Louis,MO,"0 PAGE BLVD / HAMILT, St. Louis, MO",,,
5588,DR MARTIN LUTHER K,St. Louis,MO,"5588 DR MARTIN LUTHER K, St. Louis, MO",,,
0,CASS AVE / N JEFFE,St. Louis,MO,"0 CASS AVE / N JEFFE, St. Louis, MO",,,
5120,PALM ST   (REAR),St. Louis,MO,"5120 PALM ST   (REAR), St. Louis, MO",,,
0,N 16TH ST / ST CHA,St. Louis,MO,"0 N 16TH ST / ST CHA, St. Louis, MO",,,
0,LILLIAN AVE / THRU,St. Louis,MO,"0 LILLIAN AVE / THRU, St. Louis, MO",,,
5267,DAVIDSON,St. Louis,MO,"5267 DAVIDSON, St. Louis, MO",,,
2572,W SULLIVAN AVE,St. Louis,MO,"2572 W SULLIVAN AVE, St. Louis, MO",,,
4324,DR MARTIN LUTHER K,St. Louis,MO,"4324 DR MARTIN LUTHER K, St. Louis, MO",,,
4200,DR MARTIN LUTHER K,St. Louis,MO,"4200 DR MARTIN LUTHER K, St. Louis, MO",,,
4849,MARTIN LUTHER KING,St. Louis,MO,"4849 MARTIN LUTHER KING, St. Louis, MO",,,
0,BIDDLE ST / BRYANT ST,St. Louis,MO,"0 BIDDLE ST / BRYANT ST, St. Louis, MO",,,
0,CHIPPEWA ST / S KINGSHIGHWAY B,St. Louis,MO,"0 CHIPPEWA ST / S KINGSHIGHWAY B, St. Louis, MO",,,
0,W FLORISSANT AVE / E GRAND BLV,St. Louis,MO,"0 W FLORISSANT AVE / E GRAND BLV, St. Louis, MO",,,
4219,W SAN FRANCISCO AVE,St. Louis,MO,"4219 W SAN FRANCISCO AVE, St. Louis, MO",,,
0,RIVERVIEW DR / SCRANTON AVE,St. Louis,MO,"0 RIVERVIEW DR / SCRANTON AVE, St. Louis, MO",,,
0,GOODFELLOW BLVD / LALITE AVE,St. Louis,MO,"0 GOODFELLOW BLVD / LALITE AVE, St. Louis, MO",,,
0,S SKINKER BLVD / SOUTHWOOD AVE,St. Louis,MO,"0 S SKINKER BLVD / SOUTHWOOD AVE, St. Louis, MO",,,
0,N MARKET ST / N FLORISSANT AVE,St. Louis,MO,"0 N MARKET ST / N FLORISSANT AVE, St. Louis, MO",,,
0,RIVERVIEW DR / WB 270,St. Louis,MO,"0 RIVERVIEW DR / WB 270, St. Louis, MO",,,
0,N 16TH ST / CASS AVE,St. Louis,MO,"0 N 16TH ST / CASS AVE, St. Louis, MO",,,
0,FAIRVIEW AVE / GUSTINE AVE,St. Louis,MO,"0 FAIRVIEW AVE / GUSTINE AVE, St. Louis, MO",,,
0,E ADELAIDE AVE / CONDE ST,St. Louis,MO,"0 E ADELAIDE AVE / CONDE ST, St. Louis, MO",,,
0,I 70 EASTBOUND / ADELAIDE AVE,St. Louis,MO,"0 I 70 EASTBOUND / ADELAIDE AVE, St. Louis, MO",,,
0,I 70 WESTBOUND / CHESTNUT ST,St. Louis,MO,"0 I 70 WESTBOUND / CHESTNUT ST, St. Louis, MO",,,
0,ROGER PL / WINNEBAGO ST,St. Louis,MO,"0 ROGER PL / WINNEBAGO ST, St. Louis, MO",,,
0,I 70 EASTBOUND / SALISBURY ST,St. Louis,MO,"0 I 70 EASTBOUND / SALISBURY ST, St. Louis, MO",,,
0,GOODFELLOW BLVD / I 70 WESTBOU,St. Louis,MO,"0 GOODFELLOW BLVD / I 70 WESTBOU, St. Louis, MO",,,
0,GLASGOW AVE / MADISON ST,St. Louis,MO,"0 GLASGOW AVE / MADISON ST, St. Louis, MO",,,
4340,CALIFORNIA,St. Louis,MO,"4340 CALIFORNIA, St. Louis, MO",,,
4129,E KOSSUTH AVE,St. Louis,MO,"4129 E KOSSUTH AVE, St. Louis, MO",,,
0,N GRAND BLVD / COOK AVE,St. Louis,MO,"0 N GRAND BLVD / COOK AVE, St. Louis, MO",,,
0,CLARA AVE / WABADA AVE,St. Louis,MO,"0 CLARA AVE / WABADA AVE, St. Louis, MO",,,
0,S 4TH ST / WALNUT ST,St. Louis,MO,"0 S 4TH ST / WALNUT ST, St. Louis, MO",,,
0,METROLINK- UNION STATION,St. Louis,MO,"0 METROLINK- UNION STATION, St. Louis, MO",,,
0,HAMILTON AVE / MAPLE AVE,St. Louis,MO,"0 HAMILTON AVE / MAPLE AVE, St. Louis, MO",,,
0,DAYTON ST / GLASGOW AVE,St. Louis,MO,"0 DAYTON ST / GLASGOW AVE, St. Louis, MO",,,
0,CHOUTEAU AVE / S COMPTON AVE,St. Louis,MO,"0 CHOUTEAU AVE / S COMPTON AVE, St. Louis, MO",,,
0,BAMBERGER AVE / GRAVOIS AVE,St. Louis,MO,"0 BAMBERGER AVE / GRAVOIS AVE, St. Louis, MO",,,
0,RIVERVIEW BLVD / THEKLA AVE,St. Louis,MO,"0 RIVERVIEW BLVD / THEKLA AVE, St. Louis, MO",,,
0,DELOR ST / VIRGINIA AVE,St. Louis,MO,"0 DELOR ST / VIRGINIA AVE, St. Louis, MO",,,
0,N GARRISON AVE / JAMES COOL PA,St. Louis,MO,"0 N GARRISON AVE / JAMES COOL PA, St. Louis, MO",,,
NA,16TH CASS,St. Louis,MO,"NA 16TH CASS, St. Louis, MO",,,
0,OSCEOLA ST / VIRGINIA AVE,St. Louis,MO,"0 OSCEOLA ST / VIRGINIA AVE, St. Louis, MO",,,
0,S 10TH ST / SPRUCE ST,St. Louis,MO,"0 S 10TH ST / SPRUCE ST, St. Louis, MO",,,
0,I 64 WESTBOUND / MARKET ST,St. Louis,MO,"0 I 64 WESTBOUND / MARKET ST, St. Louis, MO",,,
0,S BROADWAY / POPLAR ST,St. Louis,MO,"0 S BROADWAY / POPLAR ST, St. Louis, MO",,,
0,S GRAND BLVD / GRAVOIS AVE,St. Louis,MO,"0 S GRAND BLVD / GRAVOIS AVE, St. Louis, MO",,,
0,GOODFELLOW BLVD / STRATFORD AV,St. Louis,MO,"0 GOODFELLOW BLVD / STRATFORD AV, St. Louis, MO",,,
0,CLARA AVE / NATURAL BRIDGE AVE,St. Louis,MO,"0 CLARA AVE / NATURAL BRIDGE AVE, St. Louis, MO",,,
1500,CASTLE LN,St. Louis,MO,"1500 CASTLE LN, St. Louis, MO",,,
1235,BRISTOL LN,St. Louis,MO,"1235 BRISTOL LN, St. Louis, MO",,,
0,N 16TH ST / DELMAR BLVD,St. Louis,MO,"0 N 16TH ST / DELMAR BLVD, St. Louis, MO",,,
0,DELMAR BLVD / GOODFELLOW BLVD,St. Louis,MO,"0 DELMAR BLVD / GOODFELLOW BLVD, St. Louis, MO",,,
0,N 3RD ST / EADS BRDG,St. Louis,MO,"0 N 3RD ST / EADS BRDG, St. Louis, MO",,,
0,ARCH GROUNDS NORTH,St. Louis,MO,"0 ARCH GROUNDS NORTH, St. Louis, MO",,,
0,DAYTON ST / N LEFFINGWELL AVE,St. Louis,MO,"0 DAYTON ST / N LEFFINGWELL AVE, St. Louis, MO",,,
0,CLAXTON AVE / W FLORISSANT AVE,St. Louis,MO,"0 CLAXTON AVE / W FLORISSANT AVE, St. Louis, MO",,,
0,MINERVA AVE / TEMPLE PL,St. Louis,MO,"0 MINERVA AVE / TEMPLE PL, St. Louis, MO",,,
0,N 20TH ST / E OBEAR AVE,St. Louis,MO,"0 N 20TH ST / E OBEAR AVE, St. Louis, MO",,,
0,DELMAR BLVD / HODIAMONT AVE,St. Louis,MO,"0 DELMAR BLVD / HODIAMONT AVE, St. Louis, MO",,,
0,IRON ST / VERMONT AVE,St. Louis,MO,"0 IRON ST / VERMONT AVE, St. Louis, MO",,,
0,BATES ST / I 55 NORTHBOUND,St. Louis,MO,"0 BATES ST / I 55 NORTHBOUND, St. Louis, MO",,,
0,BINGHAM AVE / GRAVOIS AVE,St. Louis,MO,"0 BINGHAM AVE / GRAVOIS AVE, St. Louis, MO",,,
0,N 20TH ST / E PRAIRIE AVE,St. Louis,MO,"0 N 20TH ST / E PRAIRIE AVE, St. Louis, MO",,,
0,I 70 WESTBOUND / SAINT LOUIS A,St. Louis,MO,"0 I 70 WESTBOUND / SAINT LOUIS A, St. Louis, MO",,,
1,BARNES JEWISH HOSPITAL PLZ,St. Louis,MO,"1 BARNES JEWISH HOSPITAL PLZ, St. Louis, MO",,,
0,S BROADWAY / PRIMM ST,St. Louis,MO,"0 S BROADWAY / PRIMM ST, St. Louis, MO",,,
0,GLADYS AVE / GOODFELLOW BLVD,St. Louis,MO,"0 GLADYS AVE / GOODFELLOW BLVD, St. Louis, MO",,,
0,DODIER ST / N GARRISON AVE,St. Louis,MO,"0 DODIER ST / N GARRISON AVE, St. Louis, MO",,,
310,DEBALIVIERE AVE,St. Louis,MO,"310 DEBALIVIERE AVE, St. Louis, MO",,,
0,DILLON DR / HICKORY LN,St. Louis,MO,"0 DILLON DR / HICKORY LN, St. Louis, MO",,,
0,PERSHING AVE / N TAYLOR AVE,St. Louis,MO,"0 PERSHING AVE / N TAYLOR AVE, St. Louis, MO",,,
274,DEBALIVIERE AVE,St. Louis,MO,"274 DEBALIVIERE AVE, St. Louis, MO",,,
1909,E GRAND BLVD,St. Louis,MO,"1909 E GRAND BLVD, St. Louis, MO",,,
0,CHOUTEAU AVE / S TAYLOR AVE,St. Louis,MO,"0 CHOUTEAU AVE / S TAYLOR AVE, St. Louis, MO",,,
0,N GRAND BLVD / PAGE BLVD,St. Louis,MO,"0 N GRAND BLVD / PAGE BLVD, St. Louis, MO",,,
0,N MARKET ST / N SPRING AVE,St. Louis,MO,"0 N MARKET ST / N SPRING AVE, St. Louis, MO",,,
0,CAMELLIA AVE / LEE AVE,St. Louis,MO,"0 CAMELLIA AVE / LEE AVE, St. Louis, MO",,,
4321,WALLACE AVE,St. Louis,MO,"4321 WALLACE AVE, St. Louis, MO",,,
0,W CARTER AVE / HOLLY AVE,St. Louis,MO,"0 W CARTER AVE / HOLLY AVE, St. Louis, MO",,,
0,N KINGSHIGHWAY BLVD / PAGE BLV,St. Louis,MO,"0 N KINGSHIGHWAY BLVD / PAGE BLV, St. Louis, MO",,,
0,N BROADWAY / CALVARY AVE,St. Louis,MO,"0 N BROADWAY / CALVARY AVE, St. Louis, MO",,,
0,BRANCH ST / I 70 WESTBOUND,St. Louis,MO,"0 BRANCH ST / I 70 WESTBOUND, St. Louis, MO",,,
4100,W PENROSE ST,St. Louis,MO,"4100 W PENROSE ST, St. Louis, MO",,,
0,RIVERFRONT TRAIL WALK,St. Louis,MO,"0 RIVERFRONT TRAIL WALK, St. Louis, MO",,,
0,N NEWSTEAD AVE / PAGE BLVD,St. Louis,MO,"0 N NEWSTEAD AVE / PAGE BLVD, St. Louis, MO",,,
0,W FLORISSANT AVE / I 70 WESTBO,St. Louis,MO,"0 W FLORISSANT AVE / I 70 WESTBO, St. Louis, MO",,,
0,ADELAIDE AVE / I 70 WESTBOUND,St. Louis,MO,"0 ADELAIDE AVE / I 70 WESTBOUND, St. Louis, MO",,,
1450,OFALLON ST,St. Louis,MO,"1450 OFALLON ST, St. Louis, MO",,,
0,N 4TH ST / CHESTNUT ST,St. Louis,MO,"0 N 4TH ST / CHESTNUT ST, St. Louis, MO",,,
0,N NEWSTEAD AVE / SAINT LOUIS A,St. Louis,MO,"0 N NEWSTEAD AVE / SAINT LOUIS A, St. Louis, MO",,,
0,E GRAND AVE / I 70 EASTBOUND,St. Louis,MO,"0 E GRAND AVE / I 70 EASTBOUND, St. Louis, MO",,,
0,LUCY ST / THOLOZAN AVE,St. Louis,MO,"0 LUCY ST / THOLOZAN AVE, St. Louis, MO",,,
0,LABADIE AVE / N SARAH ST,St. Louis,MO,"0 LABADIE AVE / N SARAH ST, St. Louis, MO",,,
1201,N SKINKER PKWY,St. Louis,MO,"1201 N SKINKER PKWY, St. Louis, MO",,,
0,DELMAR BLVD / N EUCLID AVE,St. Louis,MO,"0 DELMAR BLVD / N EUCLID AVE, St. Louis, MO",,,
0,METROLINK - DELMAR,St. Louis,MO,"0 METROLINK - DELMAR, St. Louis, MO",,,
0,DELOR ST / S GRAND BLVD,St. Louis,MO,"0 DELOR ST / S GRAND BLVD, St. Louis, MO",,,
0,LILLIAN AVE / WREN AVE,St. Louis,MO,"0 LILLIAN AVE / WREN AVE, St. Louis, MO",,,
0,N BROADWAY / GIMBLIN RD,St. Louis,MO,"0 N BROADWAY / GIMBLIN RD, St. Louis, MO",,,
0,GOODFELLOW BLVD / MCLARAN AVE,St. Louis,MO,"0 GOODFELLOW BLVD / MCLARAN AVE, St. Louis, MO",,,
1233,BRISTOL LN,St. Louis,MO,"1233 BRISTOL LN, St. Louis, MO",,,
0,N 23RD ST / OLIVE ST,St. Louis,MO,"0 N 23RD ST / OLIVE ST, St. Louis, MO",,,
0,ARSENAL ST / S KINGSHIGHWAY BL,St. Louis,MO,"0 ARSENAL ST / S KINGSHIGHWAY BL, St. Louis, MO",,,
0,N 6TH ST / COLE ST,St. Louis,MO,"0 N 6TH ST / COLE ST, St. Louis, MO",,,
0,N FLORISSANT AVE / SAINT LOUIS,St. Louis,MO,"0 N FLORISSANT AVE / SAINT LOUIS, St. Louis, MO",,,
0,S COMPTON AVE / GRAVOIS AVE,St. Louis,MO,"0 S COMPTON AVE / GRAVOIS AVE, St. Louis, MO",,,
1115,LONG ST,St. Louis,MO,"1115 LONG ST, St. Louis, MO",,,
0,AUBERT AVE / SUBURBAN TRACKS,St. Louis,MO,"0 AUBERT AVE / SUBURBAN TRACKS, St. Louis, MO",,,
0,ANGELICA ST / N FLORISSANT AVE,St. Louis,MO,"0 ANGELICA ST / N FLORISSANT AVE, St. Louis, MO",,,
0,N GARRISON AVE / SULLIVAN AVE,St. Louis,MO,"0 N GARRISON AVE / SULLIVAN AVE, St. Louis, MO",,,
2,S 4TH ST,St. Louis,MO,"2 S 4TH ST, St. Louis, MO",,,
0,ENRIGHT AVE / HODIAMONT AVE,St. Louis,MO,"0 ENRIGHT AVE / HODIAMONT AVE, St. Louis, MO",,,
0,LOUGHBOROUGH AVE / PENNSYLVANI,St. Louis,MO,"0 LOUGHBOROUGH AVE / PENNSYLVANI, St. Louis, MO",,,
0,CHOUTEAU AVE / S TUCKER BLVD,St. Louis,MO,"0 CHOUTEAU AVE / S TUCKER BLVD, St. Louis, MO",,,
0,"@OFALLON PARK : XY(90032441,10",St. Louis,MO,"0 @OFALLON PARK : XY(90032441,10, St. Louis, MO",,,
0,N LEFFINGWELL AVE / THOMAS ST,St. Louis,MO,"0 N LEFFINGWELL AVE / THOMAS ST, St. Louis, MO",,,
0,N 11TH ST / LUCAS AVE,St. Louis,MO,"0 N 11TH ST / LUCAS AVE, St. Louis, MO",,,
